"id_usuario","direccion_estacion_origen","direccion_estacion_destino","duracion_recorrido","distancia","dia"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1427,5092.01879577595,"Lunes"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1581,4452.82121131313,"Jueves"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1408,4823.49347989592,"Miércoles"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1540,6119.32528663763,"Lunes"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1433,4577.18756237106,"Viernes"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1537,5825.46130260453,"Martes"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1524,4655.86273911176,"Lunes"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1558,5957.25464726501,"Jueves"
66945,"J.Ramirez de Velasco 285","Fitz Roy & Gorriti",850,3519.04728774874,"Jueves"
454661,"Fitz Roy  1092 & Loyola","Fitz Roy & Gorriti",3710,14449.079740702,"Martes"
459612,"Beruti & Ecuador","Tucuman & 9 De Julio Av.",2898,10577.8890547168,"Domingo"
121772,"1226 Ecuador & Mansilla, Lucio Norberto, General","Tucuman & 9 De Julio Av.",1135,3565.91598631995,"Viernes"
121772,"1226 Ecuador & Mansilla, Lucio Norberto, General","Tucuman & 9 De Julio Av.",1474,5103.7693671811,"Jueves"
121772,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Tucuman & 9 De Julio Av.",1240,3913.25757977191,"Miércoles"
472562,"Guemes 3330 & Coronel Diaz","Peña & Azcuenaga",649,2216.38209516726,"Lunes"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",1061,3002.95462499101,"Sábado"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",792,2989.36599520966,"Domingo"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",673,2235.37391944426,"Sábado"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",707,2015.43249244666,"Martes"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",751,2982.17584024662,"Lunes"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",776,2966.20264872391,"Domingo"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",782,2704.90714274347,"Sábado"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",886,3279.29816773071,"Lunes"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",805,3040.13554147807,"Domingo"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",1116,3985.8360919985,"Miércoles"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",968,3045.10922497656,"Lunes"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",910,3283.28336298323,"Domingo"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",1655,5132.33637216682,"Viernes"
2682,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Peña & Azcuenaga",950,3682.78162374433,"Viernes"
552401,"Riobamba 1264 & Juncal","Peña & Azcuenaga",284,1032.74572294257,"Domingo"
301804,"Calcena & Avellaneda Av.","Juana De Ibarbourou & Av Patricias Argentinas",1038,2948.11765925454,"Miércoles"
66945,"Acevedo 220 y padilla","Juana De Ibarbourou & Av Patricias Argentinas",1545,6084.84142718953,"Lunes"
382625,"Av. Patricias Argentinas & Estivao","Juana De Ibarbourou & Av Patricias Argentinas",1346,4808.31669077614,"Jueves"
382625,"Av. Patricias Argentinas & Estivao","Juana De Ibarbourou & Av Patricias Argentinas",1729,5008.25238564058,"Lunes"
51863,"Cordoba 6599","Juana De Ibarbourou & Av Patricias Argentinas",1954,6215.03072484629,"Miércoles"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Juana De Ibarbourou & Av Patricias Argentinas",715,2750.69147761193,"Domingo"
83668,"Armenia 1525 y Gorriti","Juana De Ibarbourou & Av Patricias Argentinas",2363,6953.20782892943,"Sábado"
254587,"Triunvirato Av. & Tronador","Juana De Ibarbourou & Av Patricias Argentinas",1444,5710.71648868318,"Jueves"
2682,"Juana De Ibarbourou & Av Patricias Argentinas","Juana De Ibarbourou & Av Patricias Argentinas",1222,4803.18646257575,"Lunes"
66945,"Juana De Ibarbourou & Av Patricias Argentinas","Juana De Ibarbourou & Av Patricias Argentinas",1701,6674.91007013305,"Domingo"
382625,"Juana De Ibarbourou & Av Patricias Argentinas","Juana De Ibarbourou & Av Patricias Argentinas",1533,5801.76701647094,"Viernes"
79899,"Juana De Ibarbourou & Av Patricias Argentinas","Juana De Ibarbourou & Av Patricias Argentinas",1517,4623.47723552957,"Lunes"
301804,"Guayaquil & Doblas","Juana De Ibarbourou & Av Patricias Argentinas",1349,4979.35910124215,"Jueves"
358123,"1590 Lavalle","3568 Estados Unidos & Boedo Av.",1195,3618.68755407502,"Martes"
358123,"1590 Lavalle","3568 Estados Unidos & Boedo Av.",1148,3403.16554981853,"Miércoles"
356623,"608 Doblas & Valle","3568 Estados Unidos & Boedo Av.",412,1658.49425316297,"Lunes"
356623,"1019 Riglos","3568 Estados Unidos & Boedo Av.",1202,4093.89772387868,"Viernes"
358123,"3817 Traful","3568 Estados Unidos & Boedo Av.",817,2439.66322617877,"Sábado"
358123,"3817 Traful","3568 Estados Unidos & Boedo Av.",1847,7446.63185629534,"Viernes"
356623,"Vera Peñaloza, Rosario 599 & Lanteri Julieta","3568 Estados Unidos & Boedo Av.",2618,10081.1961388552,"Sábado"
358123,"Libertad & lavalle","3568 Estados Unidos & Boedo Av.",1640,5736.32303572312,"Lunes"
358123,"Libertad & lavalle","3568 Estados Unidos & Boedo Av.",1590,4991.95262187277,"Lunes"
358123,"561 Uruguay & Av. Tucuman","3568 Estados Unidos & Boedo Av.",1384,5229.52409792536,"Viernes"
358123,"561 Uruguay & Av. Tucuman","3568 Estados Unidos & Boedo Av.",1658,6078.50450318074,"Miércoles"
584660,"1226 Ecuador & Mansilla, Lucio Norberto, General","Pellegrini Y Rivadavia Av.",1893,7258.00527888156,"Viernes"
574745,"Av. Pueyrredon & Av. Rivadavia","Libertad & lavalle",1256,4677.55483714346,"Viernes"
12316,"3912 Humahuaca","Libertad & lavalle",2095,7865.30705245645,"Lunes"
34942,"Libertad & lavalle","Libertad & lavalle",1456,4649.87945973149,"Domingo"
517670,"Villaflor, Azucena & Paine, Aime","Libertad & lavalle",936,3285.19293845166,"Lunes"
517670,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av.","Libertad & lavalle",1073,4443.54819358107,"Viernes"
563606,"Juncal & Salguero, Jeronimo","Parana & Juncal",1203,3624.81276633625,"Jueves"
557738,"Zapiola & Dorrego","Parana & Juncal",2554,10456.6280006483,"Lunes"
79111,"1350 Posadas","Parana & Juncal",261,748.836830252549,"Jueves"
323426,"Idependencia y Bernardo de Irigoyen","Parana & Juncal",1359,4263.21470038092,"Viernes"
2682,"Av. Patricias Argentinas & Estivao","2080 Austria",1382,4359.31264256877,"Jueves"
489084,"Godoy Cruz  3279 y Libertador","2080 Austria",1285,3875.45110343652,"Domingo"
2682,"Peña & Azcuenaga","2080 Austria",403,1635.77197507483,"Lunes"
2682,"3508 Carcova","2080 Austria",548,1751.00815451264,"Martes"
2682,"Lavalle & Acuña De Figueroa, Francisco","2080 Austria",800,2346.74456503449,"Viernes"
489084,"Fitz Roy  1092 & Loyola","2080 Austria",2082,8170.23839389828,"Viernes"
489084,"Fitz Roy  1092 & Loyola","2080 Austria",1519,4632.58537827124,"Jueves"
489084,"Fitz Roy  1092 & Loyola","2080 Austria",1507,6202.56305653764,"Domingo"
489084,"Fitz Roy  1092 & Loyola","2080 Austria",2589,10760.3130584631,"Domingo"
489084,"Fitz Roy  1092 & Loyola","2080 Austria",2184,6878.68886071568,"Sábado"
489084,"Fitz Roy  1092 & Loyola","2080 Austria",2516,9113.84439824615,"Viernes"
489084,"Fitz Roy  1092 & Loyola","2080 Austria",1503,4472.76614170405,"Jueves"
6882,"Santa Fe Av. & Dorrego","Marcelo T. de Alvear & Rodriguez Peña",1784,5985.53659737679,"Miércoles"
358123,"561 Uruguay & Av. Tucuman","Marcelo T. de Alvear & Rodriguez Peña",375,1051.54575382282,"Lunes"
412767,"527 25 De Mayo","Marcelo T. de Alvear & Rodriguez Peña",942,2662.0046521634,"Martes"
258093,"1321 Villarroel & Humboldt CABA","519 Pasteur",1567,4569.18137865464,"Jueves"
204507,"Av. Rivadavia & Del Barco Centenera","519 Pasteur",1994,5618.31780774778,"Lunes"
453420,"Santa Fe Av. & Bullrich, Int. Av.","Armenia 2315 & Charcas",1750,7078.45815971571,"Miércoles"
107249,"Lavalle & Acuña De Figueroa, Francisco","Armenia 2315 & Charcas",637,2131.92710937033,"Jueves"
107249,"Lavalle & Acuña De Figueroa, Francisco","Armenia 2315 & Charcas",624,1785.50216557148,"Miércoles"
557738,"Villaflor, Azucena & Paine, Aime","Armenia 2315 & Charcas",5537,22514.7840784889,"Lunes"
408948,"1785 Espinosa","684 Boulogne Sur Mer & Tucuman",1491,5487.14472226663,"Martes"
408948,"1785 Espinosa","684 Boulogne Sur Mer & Tucuman",1590,5764.41488226798,"Martes"
408948,"1785 Espinosa","684 Boulogne Sur Mer & Tucuman",2103,7322.03610647509,"Jueves"
152534,"441 Bulnes & Peron, Juan Domingo, Tte. General","684 Boulogne Sur Mer & Tucuman",2721,8212.17592115863,"Viernes"
67862,"Godoy Cruz  3279 y Libertador","Costa Rica & Armenia",989,4109.73614017809,"Jueves"
9614,"Av. Del Libertador, 3260","Costa Rica & Armenia",677,2769.46845591851,"Sábado"
467030,"2519 Superi","Costa Rica & Armenia",1776,5461.61630049658,"Sábado"
52659,"Av. Pueyrredon & Av. Rivadavia","708 Pasco & Chile",780,2996.64951406885,"Lunes"
36570,"80 Larrea","708 Pasco & Chile",404,1394.88212894648,"Sábado"
52659,"2875 Moreno","708 Pasco & Chile",704,2693.01658200307,"Viernes"
52659,"Bartolome Mitre & Av. Puyrredon","708 Pasco & Chile",793,2759.83865107507,"Martes"
9614,"1413 Araoz & Gorriti CABA","Av. Del Libertador, 3260",865,3467.39482100626,"Sábado"
46255,"3508 Carcova","Av. Del Libertador, 3260",2411,6852.23285393667,"Lunes"
121772,"Beruti & Ecuador","925 Yatay& Humahuaca",1057,3388.08561259615,"Viernes"
121772,"1520 Billinghurst & Mansilla, Lucio Norberto, General","925 Yatay& Humahuaca",823,2748.33108668649,"Viernes"
2682,"2000 Vicente Lopez","925 Yatay& Humahuaca",1162,4170.80528207977,"Jueves"
148161,"238 Pichincha","925 Yatay& Humahuaca",2067,6750.86256368668,"Lunes"
208316,"Machaca Guemes 350","Machaca Guemes 350",1874,7145.75873832154,"Sábado"
86628,"Fitz Roy & Gorriti","o´higins 1327",1281,4586.25063623088,"Lunes"
267008,"Juncal & Salguero, Jeronimo","o´higins 1327",2242,6394.61254955839,"Miércoles"
131788,"2700 Pedraza, Manuela","o´higins 1327",1800,6029.86631973181,"Miércoles"
412767,"3082 Cabello","o´higins 1327",1614,5805.41700363974,"Lunes"
383125,"Vuelta de Obligado 2004","o´higins 1327",449,1419.42345647064,"Miércoles"
29130,"1226 Ecuador & Mansilla, Lucio Norberto, General","4300 Yrigoyen, Hipolito Av.",1134,4485.17742922995,"Martes"
66945,"803 José Marmol","4300 Yrigoyen, Hipolito Av.",528,1856.70946747996,"Lunes"
29130,"Avenida Rivadavia y Fray Cayetano","4300 Yrigoyen, Hipolito Av.",8525,32349.4235185677,"Domingo"
301804,"Bartolome Mitre & Av. Puyrredon","4300 Yrigoyen, Hipolito Av.",748,3047.52840806032,"Viernes"
66945,"1540 Garcia, Juan Agustin","4300 Yrigoyen, Hipolito Av.",1079,3562.92473346823,"Miércoles"
169858,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","CARLOS PELEGRINI 215",5628,17319.9392482832,"Domingo"
169858,"Idependencia y Bernardo de Irigoyen","CARLOS PELEGRINI 215",1166,4328.35741120895,"Domingo"
353770,"Olleros Av. & Del Libertador Av.","2001 Donado",1899,5612.51835546573,"Lunes"
204507,"1413 Araoz & Gorriti CABA","2001 Donado",1998,7733.08873465285,"Lunes"
366300,"Delgado & Loreto, Virrey","2001 Donado",2188,8391.20275139188,"Sábado"
254587,"Juana De Ibarbourou & Av Patricias Argentinas","2001 Donado",1657,4841.72046161418,"Domingo"
227451,"1981 Vidal","2001 Donado",998,3995.53290930991,"Miércoles"
358123,"1590 Lavalle","3024 Calvo, Carlos",1052,4146.21244506497,"Miércoles"
52659,"México & Lima","3024 Calvo, Carlos",1164,3877.10081414552,"Miércoles"
358123,"561 Uruguay & Av. Tucuman","3024 Calvo, Carlos",1612,5012.46184836038,"Jueves"
358123,"561 Uruguay & Av. Tucuman","3024 Calvo, Carlos",1532,5421.89312565994,"Jueves"
358123,"561 Uruguay & Av. Tucuman","3024 Calvo, Carlos",1082,3755.74187787069,"Viernes"
250567,"Av. Gaona 2200","J.Ramirez de Velasco 285",1339,4106.09241107013,"Viernes"
2682,"2080 Austria","J.Ramirez de Velasco 285",1068,3766.32903039766,"Viernes"
2682,"2080 Austria","J.Ramirez de Velasco 285",875,2484.68286954449,"Miércoles"
66945,"925 Yatay& Humahuaca","J.Ramirez de Velasco 285",943,3003.69933925103,"Jueves"
301804,"608 Doblas & Valle","J.Ramirez de Velasco 285",2963,9577.32345729439,"Jueves"
250567,"2502 Galicia","J.Ramirez de Velasco 285",1430,4115.93964740556,"Sábado"
152534,"Guemes 3330 & Coronel Diaz","3997 TTE. GENERAL JUAN DOMINGO PERON",1155,3946.90268822402,"Domingo"
152534,"Guemes 3330 & Coronel Diaz","3997 TTE. GENERAL JUAN DOMINGO PERON",1484,5592.24064502244,"Jueves"
174816,"1471 Cucha Cucha","3997 TTE. GENERAL JUAN DOMINGO PERON",936,3535.83679045551,"Sábado"
152534,"1471 Cucha Cucha","3997 TTE. GENERAL JUAN DOMINGO PERON",2446,8558.96076531434,"Viernes"
152534,"141 Jose Maria Moreno","3997 TTE. GENERAL JUAN DOMINGO PERON",1405,5268.44643917866,"Viernes"
356623,"Av. Pres. Figueroa Alcorta 2120","3997 TTE. GENERAL JUAN DOMINGO PERON",2080,8353.05946563474,"Sábado"
152534,"3051 San Martin De Tours","3997 TTE. GENERAL JUAN DOMINGO PERON",1764,5435.46275027329,"Viernes"
241152,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av.","3997 TTE. GENERAL JUAN DOMINGO PERON",2160,6346.81704430841,"Jueves"
152534,"3912 Humahuaca","3051 San Martin De Tours",1362,4233.04732442678,"Viernes"
366300,"2939 Cavia","Figueroa Alcorta & Sarmiento",3399,13540.9231992652,"Sábado"
39009,"2300 Diaz, Cnel. Av. & French","Figueroa Alcorta & Sarmiento",3651,12667.0732030684,"Jueves"
385939,"3051 San Martin De Tours","Figueroa Alcorta & Sarmiento",4601,13703.485036383,"Domingo"
459612,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","1590 Lavalle",374,1120.20575999567,"Sábado"
417400,"608 Doblas & Valle","1590 Lavalle",2116,7999.6909821212,"Jueves"
358123,"3568 Estados Unidos & Boedo Av.","1590 Lavalle",1211,4372.58547666036,"Lunes"
358123,"3568 Estados Unidos & Boedo Av.","1590 Lavalle",1246,3794.10052902531,"Viernes"
263717,"Guatemala 4773","1590 Lavalle",1997,8136.77862769724,"Domingo"
562734,"2516 Pereyra Lucena","2516 Pereyra Lucena",488,1843.36760845811,"Sábado"
70706,"3508 Carcova","2516 Pereyra Lucena",599,2468.26817315305,"Jueves"
552401,"2939 Cavia","2516 Pereyra Lucena",612,1737.65482441522,"Viernes"
584660,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","2516 Pereyra Lucena",950,3463.91309786769,"Martes"
34942,"238 Pichincha","Uriburu Jose E., Pres. & Paraguay",919,3559.70494463367,"Jueves"
174816,"925 Yatay& Humahuaca","Uriburu Jose E., Pres. & Paraguay",1592,5128.34768420241,"Domingo"
52659,"708 Pasco & Chile","Uriburu Jose E., Pres. & Paraguay",629,2240.87399694642,"Viernes"
52659,"708 Pasco & Chile","Uriburu Jose E., Pres. & Paraguay",694,1983.82254886156,"Martes"
437061,"1483 Quinteros, Lidoro J. Av.","Uriburu Jose E., Pres. & Paraguay",3800,14524.5749280891,"Jueves"
360708,"Av. Gaona 2200","Av. Gaona 2200",3062,9372.11544354731,"Martes"
167923,"Av. Gaona 2200","Av. Gaona 2200",1438,4522.37225150521,"Martes"
576909,"1701 Fernandez Moreno, Baldomero","Av. Gaona 2200",2189,7591.87141470158,"Jueves"
418431,"1540 Garcia, Juan Agustin","Av. Gaona 2200",1063,4124.42144029062,"Miércoles"
228266,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel","Av. Gaona 2200",1883,5987.56482143654,"Viernes"
539165,"Miller & Monroe","Yerbal 1290",4294,15266.266300482,"Jueves"
301804,"Guayaquil & Doblas","Yerbal 1290",463,1521.88473433133,"Domingo"
472562,"2516 Pereyra Lucena","Guemes 3330 & Coronel Diaz",582,2029.83289548817,"Sábado"
344275,"3050 Ugarteche","Guemes 3330 & Coronel Diaz",1476,5649.43741606548,"Miércoles"
152534,"394 Rawson & Potosi","Guemes 3330 & Coronel Diaz",1207,3447.60213718336,"Jueves"
152534,"3912 Humahuaca","Guemes 3330 & Coronel Diaz",1259,4921.71284477259,"Sábado"
5018,"1399 Moldes","Guemes 3330 & Coronel Diaz",2077,7908.42247741012,"Lunes"
162977,"Arcos & Roosevelt Franklin D.","Guemes 3330 & Coronel Diaz",2036,5830.61860233235,"Jueves"
472562,"Costa Rica & Armenia","Guemes 3330 & Coronel Diaz",579,1847.90189700337,"Sábado"
547775,"3024 Calvo, Carlos","Saavedra & Mexico",670,1936.53800357909,"Jueves"
393924,"Cordoba 6599","Tronador y Garcia del Rio",1363,4507.4381947886,"Sábado"
233317,"Tronador y Garcia del Rio","Tronador y Garcia del Rio",1385,5390.7919989708,"Martes"
286619,"Miller & Monroe","Tronador y Garcia del Rio",1050,3924.77703872525,"Viernes"
383957,"Av Guzman 129 & Leiva","Tronador y Garcia del Rio",2060,5932.47071458932,"Sábado"
393924,"Delgado & Loreto, Virrey","Tronador y Garcia del Rio",939,3351.60672667456,"Sábado"
52659,"708 Pasco & Chile","238 Pichincha",691,2430.11689070263,"Jueves"
427193,"Arcos & Roosevelt Franklin D.","1798 Matienzo, Benjamin, Teniente",1244,3905.8414195703,"Jueves"
270342,"Olleros Av. & Del Libertador Av.","2000 Vicente Lopez",2757,11008.0043125383,"Domingo"
472562,"3508 Carcova","2000 Vicente Lopez",1606,5633.85022042203,"Sábado"
29130,"Avenida Rivadavia y Fray Cayetano","2000 Vicente Lopez",3534,14267.6034040051,"Jueves"
459612,"3050 Ugarteche","2000 Vicente Lopez",996,3718.25868775292,"Lunes"
267008,"3082 Cabello","2000 Vicente Lopez",797,2922.83014939102,"Miércoles"
174816,"1785 Espinosa","1078 Gurruchaga",741,2097.89721278939,"Viernes"
167923,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","1078 Gurruchaga",4254,12641.775955609,"Viernes"
427193,"1798 Matienzo, Benjamin, Teniente","Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",624,2290.68949328115,"Jueves"
585710,"Olleros Av. & Del Libertador Av.","Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",524,2049.55576706626,"Jueves"
152030,"Delgado & Loreto, Virrey","Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",1365,4480.31895771661,"Martes"
474064,"1483 Quinteros, Lidoro J. Av.","Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",500,1539.78840680793,"Martes"
314913,"Arcos & Roosevelt Franklin D.","Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",1670,5711.54040891108,"Martes"
286271,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.","Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",742,2884.70203507523,"Lunes"
197729,"Costa Rica & Armenia","Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",1634,4786.51947505552,"Martes"
219877,"1785 Espinosa","2502 Galicia",802,2479.54271529387,"Martes"
174816,"Bruno Giordano&Neuquen","2502 Galicia",1275,5100.90096666924,"Miércoles"
219877,"1355 San Martin Av.","2502 Galicia",1034,3056.46648580959,"Lunes"
174816,"1355 San Martin Av.","2502 Galicia",726,2923.0021071271,"Sábado"
358123,"519 Pasteur","561 Uruguay & Av. Tucuman",363,1078.36726866954,"Miércoles"
246515,"Uriburu Jose E., Pres. & Paraguay","561 Uruguay & Av. Tucuman",486,1900.69046599092,"Martes"
358123,"3568 Estados Unidos & Boedo Av.","561 Uruguay & Av. Tucuman",1859,6962.11475238055,"Miércoles"
358123,"3568 Estados Unidos & Boedo Av.","561 Uruguay & Av. Tucuman",1983,7111.08259354369,"Martes"
358123,"3568 Estados Unidos & Boedo Av.","561 Uruguay & Av. Tucuman",1727,5087.22757420005,"Lunes"
358123,"3568 Estados Unidos & Boedo Av.","561 Uruguay & Av. Tucuman",1382,3882.97617312702,"Jueves"
526048,"3912 Humahuaca","561 Uruguay & Av. Tucuman",1497,4241.9770415135,"Viernes"
358123,"561 Uruguay & Av. Tucuman","561 Uruguay & Av. Tucuman",826,2812.14042123498,"Jueves"
5018,"Della Paolera 297, Carlos M. & Av. Leandro N. Alem","561 Uruguay & Av. Tucuman",1158,3569.3487768954,"Lunes"
358123,"Esmeralda y Av.Rivadvia","561 Uruguay & Av. Tucuman",1038,3122.56063171662,"Miércoles"
121772,"Beruti & Ecuador","Suipacha & Viamonte, 709",1044,4157.10935052484,"Miércoles"
121772,"Beruti & Ecuador","Suipacha & Viamonte, 709",1470,6108.38494464406,"Martes"
417813,"1321 Villarroel & Humboldt CABA","Acevedo 220 y padilla",3476,12906.2869065364,"Domingo"
66945,"137 Aranguren, Juan F., Dr. & Portugal","Acevedo 220 y padilla",465,1294.33329265642,"Lunes"
107249,"Fitz Roy & Gorriti","3822 Guemes",930,3354.42915807168,"Domingo"
187914,"1413 Araoz & Gorriti CABA","3822 Guemes",357,1301.23853665718,"Miércoles"
118261,"Av. Pueyrredon & Av. Rivadavia","3822 Guemes",1401,4646.91968556144,"Miércoles"
118261,"Av. Pueyrredon & Av. Rivadavia","3822 Guemes",1231,4964.81696302104,"Martes"
118261,"Av. Pueyrredon & Av. Rivadavia","3822 Guemes",1341,3961.05000541138,"Lunes"
118261,"Av. Pueyrredon & Av. Rivadavia","3822 Guemes",1443,4792.88972054298,"Viernes"
118261,"Av. Pueyrredon & Av. Rivadavia","3822 Guemes",1144,3924.85244841211,"Domingo"
118261,"Av. Pueyrredon & Av. Rivadavia","3822 Guemes",1331,4367.92409960083,"Viernes"
459612,"2000 Vicente Lopez","3822 Guemes",1701,6896.10523552692,"Martes"
174816,"Juana De Ibarbourou & Av Patricias Argentinas","3822 Guemes",914,2986.58253630339,"Domingo"
174816,"1471 Cucha Cucha","3822 Guemes",1304,3881.77005279188,"Miércoles"
174816,"1471 Cucha Cucha","3822 Guemes",1311,5237.30788735944,"Viernes"
174816,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel","3822 Guemes",1211,4807.91613402673,"Viernes"
575720,"Santa Fe Av. & Bullrich, Int. Av.","Santa Fe Av. & Bullrich, Int. Av.",12301,44556.0692277543,"Domingo"
23784,"Santa Fe Av. & Bullrich, Int. Av.","Santa Fe Av. & Bullrich, Int. Av.",3879,15213.3849021309,"Martes"
459612,"2000 Vicente Lopez","Santa Fe Av. & Bullrich, Int. Av.",1450,4829.45693888016,"Miércoles"
488053,"1785 Espinosa","Santa Fe Av. & Bullrich, Int. Av.",1329,5446.31884746777,"Viernes"
488053,"1785 Espinosa","Santa Fe Av. & Bullrich, Int. Av.",1483,5942.73275928119,"Domingo"
488053,"Maure 1819","Santa Fe Av. & Bullrich, Int. Av.",509,1593.90125865272,"Domingo"
488053,"Maure 1819","Santa Fe Av. & Bullrich, Int. Av.",614,1825.44460421842,"Viernes"
563606,"2300 Diaz, Cnel. Av. & French","Santa Fe Av. & Bullrich, Int. Av.",1932,7534.83766805924,"Miércoles"
291847,"Guatemala 4773","Santa Fe Av. & Bullrich, Int. Av.",1264,3672.12378606718,"Domingo"
361807,"F.J.Santamaria de Oro & Guatemala","Santa Fe Av. & Bullrich, Int. Av.",1607,5364.44473248169,"Miércoles"
526048,"441 Bulnes & Peron, Juan Domingo, Tte. General","Urquiza, Gral. & Rondeau",1406,3977.66326791413,"Miércoles"
344275,"1798 Matienzo, Benjamin, Teniente","F.J.Santamaria de Oro & Guatemala",3182,10652.5289641512,"Sábado"
29130,"Saenz Peña 938, Roque, Pres. Diagonal Norte Av. & Suipacha","F.J.Santamaria de Oro & Guatemala",2020,7253.27582314559,"Viernes"
464629,"137 Aranguren, Juan F., Dr. & Portugal","F.J.Santamaria de Oro & Guatemala",1834,5521.21330005789,"Martes"
489084,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.","F.J.Santamaria de Oro & Guatemala",1182,3674.84126816465,"Lunes"
6882,"Fitz Roy & Gorriti","Santa Fe Av. & Dorrego",699,2549.59046343865,"Miércoles"
29284,"2516 Pereyra Lucena","Santa Fe Av. & Dorrego",2494,9007.17543186038,"Viernes"
221045,"2519 Conesa","Santa Fe Av. & Dorrego",1846,7518.69868891404,"Jueves"
344275,"Santa Fe Av. & Bullrich, Int. Av.","Av. Sarmiento 2601",586,2073.38842138933,"Miércoles"
344275,"Armenia 2315 & Charcas","Av. Sarmiento 2601",1891,6089.23395231508,"Sábado"
187093,"2939 Cavia","Av. Sarmiento 2601",2048,8267.47897863388,"Domingo"
39009,"Av. Del Libertador, 3260","Av. Sarmiento 2601",1199,3661.70365516155,"Miércoles"
204470,"Lavalle & Acuña De Figueroa, Francisco","Av. Sarmiento 2601",2259,7650.56201205007,"Jueves"
107674,"Av. Pres. Figueroa Alcorta 2120","Av. Sarmiento 2601",1105,3442.4290513319,"Viernes"
2682,"Riobamba 1264 & Juncal","Estados Unidos & Lima",1299,4438.62284147957,"Domingo"
393924,"Tronador y Garcia del Rio","Delgado & Loreto, Virrey",1621,5103.81561362689,"Sábado"
393924,"GARCIA DEL RIO & PINTO","Delgado & Loreto, Virrey",1119,3428.03132877355,"Sábado"
393924,"Delgado & Loreto, Virrey","Delgado & Loreto, Virrey",5494,18231.9953348779,"Domingo"
197729,"Delgado & Loreto, Virrey","Delgado & Loreto, Virrey",2466,9778.91061739647,"Jueves"
366300,"Lavalle & Acuña De Figueroa, Francisco","Delgado & Loreto, Virrey",1674,5316.90118427505,"Viernes"
197729,"1399 Moldes","Delgado & Loreto, Virrey",417,1252.96680991014,"Jueves"
427193,"Vuelta de Obligado 2004","Delgado & Loreto, Virrey",1489,5549.45431255619,"Domingo"
366300,"2001 Donado","Delgado & Loreto, Virrey",2133,6631.17094059417,"Sábado"
83668,"Costa Rica & Armenia","Delgado & Loreto, Virrey",3155,10183.2623786387,"Jueves"
39009,"Delgado & Loreto, Virrey","Olleros Av. & Del Libertador Av.",914,3770.94806553861,"Jueves"
29284,"Av. Del Libertador, 3260","Olleros Av. & Del Libertador Av.",950,3252.33769648346,"Domingo"
